_CASE_KEY	Variant	Pizza Type	Pizza Size	Weekday	Daytime	Customer_Location	Customer_Type	Revenue
1453	2	Salami	Small	Sunday	21	Munich District Two	Student	11
1455	2	Funghi	Medium	Tuesday	19	Munich District Five	Student	11
1456	3	Salami	Small	Friday	13	Munich District Five	Teenager	29
1457	6	Salami	Large	Saturday	12	Munich District One	Student	4
1458	6	Funghi	Small	Wednesday	13	Munich District Two	Student	29
1459	7	Funghi	Small	Tuesday	17	Munich District Three	Senior	4
1460	2	Salami	Medium	Sunday	11	Munich District One	Teenager	10
1461	2	Magherita	Medium	Saturday	20	Munich District Two	Teenager	55
1462	3	Salami	Medium	Saturday	20	Munich District One	Student	6
1463	6	Funghi	Medium	Monday	18	Munich District One	Teenager	30
1464	1	Funghi	Large	Sunday	13	Munich District One	Teenager	22
1465	2	Funghi	Medium	Wednesday	18	Munich District Two	Teenager	12
1467	2	Salami	Medium	Friday	12	Munich District One	Adult	36
1468	3	Funghi	Medium	Sunday	17	Munich District Two	Teenager	36
1469	4	Veggie	Small	Friday	15	Munich District Five	Senior	50
1471	1	Magherita	Large	Friday	14	Munich District Two	Student	21
1472	1	Salami	Medium	Sunday	13	Munich District Three	Teenager	6
1473	1	Funghi	Small	Sunday	13	Munich District One	Teenager	36
1474	1	Paprika	Small	Sunday	12	Munich District Five	Student	18
1475	4	Salami	Medium	Wednesday	12	Munich District Four	Teenager	29
1476	3	Salami	Small	Friday	18	Munich District One	Senior	23
1478	6	Calzone	Small	Saturday	14	Munich District One	Teenager	11
1479	3	Magherita	Medium	Sunday	14	Munich District One	Adult	20
1480	3	Funghi	Medium	Saturday	11	Munich District Five	Senior	23
1481	6	Salami	Large	Wednesday	21	Munich District Four	Adult	36
1482	4	Veggie	Small	Thursday	13	Munich District Four	Teenager	5
1483	4	Paprika	Small	Friday	13	Munich District One	Teenager	6
1484	1	Funghi	Small	Saturday	12	Munich District Four	Teenager	9
1485	2	Magherita	Large	Wednesday	11	Munich District One	Student	32
1487	3	Funghi	Medium	Friday	18	Munich District One	Student	10
1488	2	Salami	Small	Sunday	14	Munich District Four	Teenager	21
1489	1	Salami	Medium	Friday	19	Munich District Three	Adult	36
1490	1	Salami	Medium	Friday	18	Munich District Three	Student	36
1491	6	Speciale	Medium	Sunday	18	Munich District Three	Student	8
1492	2	Salami	Medium	Sunday	13	Munich District One	Student	21
1493	3	Funghi	Medium	Sunday	18	Munich District Three	Adult	5
1494	4	Funghi	Small	Thursday	20	Munich District Three	Teenager	34
1495	4	Funghi	Medium	Sunday	18	Munich District One	Senior	11
1497	3	Calzone	Small	Friday	21	Munich District Two	Adult	6
1498	7	Veggie	Small	Saturday	18	Munich District Five	Teenager	24
1500	9	Magherita	Medium	Friday	18	Munich District One	Teenager	29
1501	3	Magherita	Small	Saturday	12	Munich District Four	Student	10
1502	7	Salami	Large	Sunday	12	Munich District Four	Teenager	6
1503	1	Speciale	Small	Friday	16	Munich District One	Student	4
1504	3	Salami	Small	Sunday	12	Munich District Three	Teenager	12
1505	3	Funghi	Large	Sunday	13	Munich District Two	Adult	38
1506	1	Speciale	Large	Saturday	18	Munich District One	Teenager	22
1507	4	Funghi	Small	Saturday	12	Munich District Three	Student	46
1508	1	Salami	Medium	Saturday	12	Munich District One	Student	11
1509	1	Salami	Large	Sunday	18	Munich District One	Adult	25
1510	4	Speciale	Small	Sunday	18	Munich District One	Student	15
1511	6	Magherita	Small	Saturday	12	Munich District One	Teenager	5
1512	2	Veggie	Small	Sunday	12	Munich District Three	Teenager	11
1513	3	Funghi	Small	Friday	18	Munich District Four	Student	49
1514	4	Magherita	Small	Saturday	18	Munich District One	Student	47
1515	8	Magherita	Small	Sunday	14	Munich District One	Senior	5
1516	6	Salami	Medium	Wednesday	12	Munich District Two	Teenager	8
1517	2	Salami	Large	Friday	19	Munich District Two	Adult	18
1518	7	Salami	Small	Saturday	18	Munich District One	Student	10
1519	3	Magherita	Medium	Saturday	17	Munich District Three	Student	52
1520	3	Salami	Medium	Saturday	17	Munich District One	Adult	10
1521	7	Funghi	Small	Friday	10	Munich District One	Student	34
1522	1	Salami	Large	Friday	14	Munich District Four	Student	44
1523	2	Funghi	Small	Wednesday	19	Munich District Three	Teenager	10
1524	1	Funghi	Small	Friday	11	Munich District Two	Teenager	21
1525	1	Funghi	Small	Wednesday	18	Munich District One	Student	9
1526	2	Salami	Small	Monday	18	Munich District One	Teenager	10
1527	3	Funghi	Medium	Saturday	18	Munich District One	Teenager	32
1528	4	Funghi	Small	Monday	13	Munich District Two	Teenager	16
1529	8	Salami	Medium	Sunday	21	Munich District One	Student	10
1531	2	Veggie	Small	Friday	17	Munich District One	Student	29
1532	2	Calzone	Small	Thursday	14	Munich District Four	Student	39
1533	3	Salami	Large	Sunday	12	Munich District Four	Student	9
1534	1	Magherita	Large	Tuesday	12	Munich District Five	Student	24
1535	1	Funghi	Large	Tuesday	18	Munich District Three	Teenager	5
1536	1	Salami	Medium	Wednesday	18	Munich District One	Student	29
1537	2	Salami	Large	Sunday	21	Munich District One	Student	36
1538	6	Veggie	Medium	Saturday	12	Munich District Three	Student	8
1539	3	Funghi	Large	Sunday	15	Munich District One	Student	29
1540	3	Funghi	Medium	Sunday	13	Munich District One	Student	22
1541	2	Speciale	Medium	Sunday	12	Munich District Three	Student	6
1542	2	Magherita	Small	Saturday	12	Munich District One	Adult	32
1543	1	Funghi	Large	Sunday	20	Munich District Five	Student	46
1544	2	Calzone	Small	Thursday	18	Munich District Five	Student	29
1545	1	Salami	Large	Tuesday	12	Munich District Five	Student	37
1546	2	Funghi	Large	Saturday	17	Munich District Four	Student	36
1547	2	Calzone	Small	Sunday	17	Munich District Two	Teenager	36
1548	4	Paprika	Small	Thursday	18	Munich District Three	Student	31
1549	2	Funghi	Medium	Wednesday	11	Munich District One	Adult	30
1550	6	Salami	Large	Saturday	12	Munich District One	Senior	25
1551	4	Calzone	Medium	Friday	11	Munich District One	Student	21
1552	4	Funghi	Medium	Saturday	13	Munich District One	Teenager	33
1553	1	Calzone	Small	Wednesday	18	Munich District Three	Adult	6
1554	1	Salami	Small	Friday	14	Munich District Three	Adult	8
1556	2	Funghi	Large	Friday	18	Munich District One	Adult	21
1557	7	Speciale	Small	Sunday	18	Munich District Three	Student	16
1558	3	Funghi	Medium	Saturday	19	Munich District One	Adult	10
1559	1	Speciale	Medium	Saturday	14	Munich District One	Student	16
1560	1	Magherita	Small	Friday	19	Munich District Two	Student	32
1562	1	Magherita	Small	Saturday	18	Munich District Four	Student	21
1563	2	Funghi	Large	Sunday	12	Munich District Four	Student	10
1564	3	Funghi	Medium	Friday	17	Munich District Three	Adult	8
1565	1	Salami	Large	Saturday	19	Munich District Three	Student	8
1566	4	Salami	Small	Saturday	19	Munich District One	Student	54
1568	9	Salami	Large	Saturday	19	Munich District One	Student	5
1569	6	Speciale	Small	Saturday	12	Munich District Four	Student	22
1570	1	Funghi	Large	Saturday	17	Munich District One	Student	20
1571	1	Salami	Large	Saturday	18	Munich District Four	Adult	10
1572	6	Magherita	Small	Friday	14	Munich District Three	Student	18
1573	4	Magherita	Small	Saturday	17	Munich District One	Student	49
1574	2	Salami	Small	Saturday	11	Munich District Three	Teenager	5
1575	2	Magherita	Medium	Monday	12	Munich District One	Teenager	29
1576	2	Calzone	Small	Saturday	21	Munich District One	Student	6
1577	4	Salami	Medium	Saturday	18	Munich District One	Adult	11
1578	1	Funghi	Medium	Saturday	18	Munich District Four	Adult	10
1579	1	Salami	Small	Wednesday	12	Munich District One	Adult	46
1580	1	Calzone	Medium	Tuesday	12	Munich District One	Teenager	8
1581	1	Funghi	Medium	Sunday	21	Munich District One	Student	35
1582	1	Salami	Small	Friday	11	Munich District One	Student	10
1583	7	Salami	Medium	Wednesday	18	Munich District Three	Student	16
1584	3	Paprika	Small	Saturday	14	Munich District One	Student	5
1585	3	Salami	Large	Friday	11	Munich District Three	Student	9
1586	1	Salami	Small	Friday	20	Munich District Three	Adult	18
1587	1	Funghi	Medium	Friday	12	Munich District One	Student	8
1588	2	Salami	Medium	Wednesday	14	Munich District Two	Student	37
1589	6	Speciale	Large	Friday	12	Munich District One	Student	46
1590	2	Funghi	Medium	Sunday	12	Munich District One	Student	6
1591	1	Paprika	Medium	Friday	13	Munich District One	Teenager	36
1592	1	Funghi	Small	Friday	21	Munich District One	Student	24
1593	8	Calzone	Small	Friday	18	Munich District One	Student	36
1594	2	Funghi	Small	Wednesday	18	Munich District One	Student	10
1595	1	Funghi	Medium	Wednesday	18	Munich District Two	Teenager	54
1596	1	Funghi	Small	Wednesday	12	Munich District One	Senior	36
1597	4	Salami	Large	Friday	12	Munich District Two	Student	6
1598	1	Speciale	Medium	Friday	11	Munich District Four	Adult	11
1600	3	Funghi	Medium	Wednesday	12	Munich District One	Student	35
1601	1	Salami	Small	Sunday	19	Munich District Three	Adult	21
1602	6	Calzone	Small	Thursday	21	Munich District Two	Teenager	18
1603	6	Speciale	Large	Friday	19	Munich District One	Teenager	29
1604	1	Magherita	Medium	Wednesday	18	Munich District One	Student	11
1605	7	Speciale	Small	Wednesday	19	Munich District Three	Student	10
1606	3	Funghi	Medium	Wednesday	18	Munich District One	Student	21
1607	8	Salami	Small	Wednesday	18	Munich District Three	Adult	13
1608	3	Funghi	Small	Sunday	18	Munich District Five	Teenager	11
1609	2	Paprika	Small	Friday	12	Munich District Four	Student	21
1610	3	Veggie	Medium	Tuesday	14	Munich District One	Teenager	10
1611	2	Salami	Small	Thursday	18	Munich District Five	Student	39
1612	2	Funghi	Small	Wednesday	20	Munich District One	Student	19
1613	7	Salami	Medium	Sunday	15	Munich District Two	Teenager	17
1614	1	Calzone	Medium	Friday	19	Munich District Four	Student	10
1615	1	Veggie	Small	Wednesday	19	Munich District Two	Student	10
1616	4	Magherita	Large	Sunday	14	Munich District One	Adult	39
1617	2	Calzone	Medium	Sunday	12	Munich District Three	Student	36
1618	3	Speciale	Medium	Saturday	12	Munich District One	Student	11
1620	1	Paprika	Small	Saturday	19	Munich District One	Adult	11
1621	4	Funghi	Large	Sunday	13	Munich District Two	Student	36
1622	8	Speciale	Medium	Sunday	21	Munich District One	Teenager	11
1623	4	Salami	Small	Saturday	13	Munich District Two	Student	19
1624	6	Salami	Large	Saturday	17	Munich District Three	Student	11
1625	3	Funghi	Large	Sunday	17	Munich District One	Student	10
1626	2	Funghi	Large	Saturday	14	Munich District Two	Student	36
1627	2	Calzone	Small	Sunday	18	Munich District One	Adult	44
1628	2	Calzone	Large	Tuesday	13	Munich District One	Senior	29
1629	3	Speciale	Large	Sunday	13	Munich District Three	Student	10
1631	3	Funghi	Medium	Saturday	13	Munich District One	Teenager	31
1633	2	Calzone	Small	Sunday	12	Munich District Two	Teenager	10
1635	3	Magherita	Small	Tuesday	14	Munich District One	Student	8
1636	7	Speciale	Large	Friday	19	Munich District One	Teenager	39
1638	1	Salami	Medium	Friday	21	Munich District Three	Teenager	38
1639	1	Salami	Small	Sunday	18	Munich District Five	Student	24
1640	1	Funghi	Large	Friday	11	Munich District Three	Student	47
1641	1	Salami	Small	Friday	12	Munich District One	Student	37
1642	3	Salami	Medium	Sunday	17	Munich District One	Student	21
1643	6	Funghi	Small	Saturday	12	Munich District Three	Student	11
1644	1	Magherita	Large	Saturday	19	Munich District Three	Teenager	21
1645	1	Salami	Medium	Sunday	19	Munich District One	Teenager	53
1646	2	Salami	Large	Thursday	12	Munich District Four	Adult	21
1647	3	Magherita	Small	Saturday	19	Munich District One	Student	18
1648	9	Calzone	Small	Saturday	20	Munich District One	Student	36
1649	3	Magherita	Small	Friday	17	Munich District One	Adult	16
1650	1	Salami	Small	Sunday	21	Munich District Five	Senior	5
1651	6	Funghi	Large	Sunday	12	Munich District One	Student	47
1652	4	Veggie	Small	Saturday	20	Munich District Three	Student	47
1653	4	Funghi	Large	Tuesday	17	Munich District Three	Student	23
1654	1	Magherita	Large	Friday	14	Munich District Two	Student	44
1656	1	Salami	Large	Sunday	13	Munich District Two	Student	21
1657	7	Funghi	Small	Sunday	18	Munich District Two	Adult	11
1658	8	Magherita	Large	Thursday	13	Munich District One	Student	6
1660	1	Salami	Small	Monday	15	Munich District One	Student	17
1662	8	Calzone	Small	Friday	12	Munich District Three	Teenager	6
1663	3	Paprika	Large	Saturday	17	Munich District Three	Teenager	10
1664	1	Speciale	Small	Tuesday	18	Munich District Three	Student	8
1665	1	Magherita	Medium	Friday	12	Munich District Two	Student	16
1666	8	Magherita	Large	Friday	14	Munich District One	Teenager	22
1667	7	Salami	Large	Sunday	19	Munich District One	Student	32
1668	3	Magherita	Large	Sunday	12	Munich District Two	Teenager	36
1670	4	Funghi	Medium	Friday	18	Munich District Three	Student	5
1671	7	Speciale	Small	Wednesday	11	Munich District Two	Student	46
1672	4	Veggie	Large	Tuesday	18	Munich District Two	Adult	23
1673	4	Speciale	Large	Saturday	18	Munich District One	Student	5
1674	3	Funghi	Medium	Sunday	19	Munich District Two	Student	6
1675	6	Salami	Large	Saturday	16	Munich District One	Student	50
1676	1	Salami	Large	Friday	18	Munich District One	Adult	24
1677	1	Calzone	Large	Friday	19	Munich District One	Senior	60
1678	1	Salami	Small	Sunday	19	Munich District Five	Adult	55
1679	1	Salami	Small	Sunday	14	Munich District Three	Student	10
1680	7	Funghi	Large	Saturday	10	Munich District Two	Teenager	6
1681	3	Funghi	Small	Saturday	12	Munich District One	Teenager	9
1682	1	Veggie	Large	Wednesday	12	Munich District Two	Student	5
1683	1	Salami	Small	Sunday	21	Munich District One	Adult	11
1684	4	Calzone	Medium	Friday	19	Munich District One	Adult	43
1685	3	Paprika	Small	Friday	20	Munich District One	Senior	50
1686	2	Magherita	Small	Sunday	17	Munich District Five	Adult	29
1687	2	Salami	Small	Saturday	16	Munich District One	Adult	29
1689	2	Veggie	Medium	Wednesday	12	Munich District One	Adult	44
1690	9	Magherita	Large	Thursday	14	Munich District Four	Student	29
1692	4	Speciale	Large	Saturday	11	Munich District One	Student	9
1693	2	Magherita	Large	Saturday	11	Munich District Two	Student	23
1694	1	Funghi	Large	Saturday	18	Munich District Three	Adult	44
1695	4	Salami	Small	Sunday	12	Munich District One	Adult	33
1696	1	Magherita	Large	Friday	20	Munich District Two	Student	36
1697	3	Magherita	Small	Saturday	21	Munich District Three	Student	35
1698	1	Veggie	Large	Wednesday	18	Munich District One	Student	12
1699	7	Speciale	Large	Tuesday	14	Munich District One	Adult	10
1700	3	Veggie	Small	Saturday	18	Munich District One	Student	10
1701	2	Magherita	Large	Saturday	18	Munich District Two	Adult	11
1703	1	Calzone	Large	Friday	18	Munich District One	Student	56
1704	2	Salami	Small	Sunday	14	Munich District Four	Adult	56
1705	1	Magherita	Small	Sunday	18	Munich District Two	Student	18
1706	4	Funghi	Small	Sunday	12	Munich District Three	Student	9
1707	4	Magherita	Small	Sunday	15	Munich District One	Student	23
1709	1	Paprika	Large	Saturday	15	Munich District Four	Student	29
1710	7	Salami	Small	Friday	19	Munich District Four	Student	36
1714	3	Salami	Large	Friday	12	Munich District One	Student	49
1715	7	Speciale	Small	Sunday	19	Munich District Two	Student	49
1716	6	Veggie	Small	Saturday	13	Munich District One	Adult	30
1717	4	Magherita	Small	Sunday	17	Munich District One	Student	21
1718	1	Paprika	Medium	Friday	18	Munich District One	Senior	60
1720	8	Salami	Large	Wednesday	12	Munich District One	Student	6
1721	1	Salami	Small	Sunday	14	Munich District One	Student	5
1722	1	Speciale	Large	Wednesday	18	Munich District One	Student	54
1723	3	Magherita	Large	Thursday	13	Munich District One	Student	10
1725	2	Salami	Small	Thursday	19	Munich District One	Teenager	10
1726	1	Speciale	Small	Friday	13	Munich District Three	Teenager	29
1727	2	Salami	Large	Friday	19	Munich District Two	Teenager	10
1728	4	Salami	Small	Friday	19	Munich District Four	Teenager	9
1729	3	Salami	Small	Sunday	12	Munich District Three	Student	17
1730	1	Magherita	Large	Wednesday	13	Munich District Two	Student	29
1732	2	Salami	Small	Thursday	18	Munich District One	Student	31
1733	3	Salami	Medium	Sunday	13	Munich District One	Teenager	21
1734	6	Veggie	Large	Sunday	12	Munich District One	Adult	5
1735	4	Salami	Medium	Saturday	17	Munich District One	Adult	21
1737	3	Speciale	Medium	Tuesday	19	Munich District One	Adult	11
1738	3	Funghi	Small	Sunday	14	Munich District One	Student	5
1739	4	Magherita	Small	Saturday	18	Munich District Four	Student	11
1740	4	Speciale	Small	Monday	10	Munich District Three	Teenager	21
1741	2	Speciale	Medium	Sunday	12	Munich District One	Student	16
1742	1	Speciale	Large	Sunday	12	Munich District Three	Student	16
1743	4	Magherita	Large	Wednesday	15	Munich District Three	Adult	29
1744	2	Funghi	Small	Saturday	15	Munich District One	Adult	10
1746	4	Magherita	Large	Saturday	12	Munich District One	Teenager	11
1747	2	Calzone	Medium	Friday	14	Munich District Four	Teenager	6
1748	3	Salami	Small	Sunday	19	Munich District Two	Senior	29
1749	2	Salami	Medium	Saturday	13	Munich District One	Student	21
1750	2	Funghi	Large	Friday	18	Munich District Two	Student	21
1751	1	Speciale	Large	Thursday	12	Munich District One	Teenager	9
1752	3	Funghi	Medium	Saturday	14	Munich District One	Student	8
1754	3	Calzone	Large	Sunday	12	Munich District Three	Student	36
1755	1	Salami	Large	Friday	18	Munich District Four	Teenager	15
1756	2	Magherita	Medium	Sunday	13	Munich District Two	Student	18
1757	3	Magherita	Large	Sunday	18	Munich District Two	Adult	10
1758	2	Funghi	Large	Saturday	12	Munich District Five	Student	29
1759	2	Calzone	Medium	Sunday	14	Munich District Four	Student	9
1760	3	Funghi	Medium	Friday	12	Munich District One	Student	34
1761	3	Funghi	Small	Sunday	19	Munich District Three	Student	49
1762	3	Funghi	Small	Sunday	21	Munich District One	Student	11
1763	2	Salami	Medium	Thursday	15	Munich District Three	Teenager	47
1764	2	Funghi	Small	Tuesday	12	Munich District One	Student	34
1765	1	Calzone	Large	Friday	12	Munich District One	Teenager	21
1766	6	Magherita	Small	Sunday	10	Munich District One	Student	36
1767	1	Calzone	Small	Friday	13	Munich District One	Teenager	5
1768	3	Calzone	Small	Saturday	13	Munich District One	Student	9
1769	4	Funghi	Small	Friday	18	Munich District One	Student	51
1770	2	Funghi	Small	Friday	18	Munich District Five	Student	8
1771	3	Magherita	Small	Monday	19	Munich District Five	Student	10
1772	2	Salami	Large	Friday	14	Munich District One	Student	21
1773	4	Salami	Medium	Wednesday	18	Munich District One	Senior	38
1774	1	Funghi	Large	Wednesday	13	Munich District Five	Student	4
1775	1	Salami	Large	Thursday	19	Munich District One	Teenager	54
1776	2	Salami	Medium	Wednesday	18	Munich District One	Student	29
1777	2	Funghi	Medium	Sunday	21	Munich District One	Student	10
1778	2	Funghi	Small	Saturday	15	Munich District One	Student	11
1779	4	Speciale	Large	Sunday	18	Munich District Two	Student	5
1780	2	Speciale	Medium	Friday	19	Munich District One	Student	11
1781	2	Calzone	Large	Friday	19	Munich District Three	Adult	29
1782	4	Salami	Small	Monday	12	Munich District One	Student	8
1783	2	Magherita	Large	Sunday	17	Munich District Three	Teenager	21
1784	1	Salami	Medium	Saturday	18	Munich District One	Student	21
1785	4	Salami	Large	Friday	18	Munich District One	Teenager	5
1786	7	Magherita	Small	Friday	21	Munich District One	Student	13
1787	3	Speciale	Medium	Sunday	20	Munich District Two	Student	55
1788	1	Funghi	Small	Saturday	11	Munich District Two	Teenager	6
1790	4	Paprika	Medium	Friday	19	Munich District Two	Student	10
1791	1	Salami	Small	Saturday	12	Munich District One	Teenager	51
1792	3	Salami	Small	Friday	11	Munich District One	Teenager	21
1793	1	Funghi	Small	Sunday	17	Munich District Three	Student	21
1794	9	Salami	Small	Thursday	11	Munich District One	Teenager	24
1795	4	Magherita	Medium	Sunday	13	Munich District Four	Teenager	25
1796	4	Speciale	Small	Friday	13	Munich District One	Teenager	21
1798	7	Magherita	Small	Saturday	19	Munich District One	Teenager	43
1799	3	Salami	Small	Thursday	18	Munich District One	Student	32
1800	1	Magherita	Large	Thursday	18	Munich District One	Student	8
1801	3	Calzone	Large	Sunday	10	Munich District Two	Student	11
1802	3	Speciale	Small	Sunday	19	Munich District One	Teenager	29
1803	1	Funghi	Large	Saturday	18	Munich District One	Student	16
1804	7	Magherita	Small	Friday	12	Munich District One	Teenager	9
1805	1	Calzone	Medium	Saturday	12	Munich District One	Student	9
1807	1	Calzone	Small	Saturday	19	Munich District One	Adult	11
1808	7	Calzone	Large	Friday	13	Munich District Two	Adult	10
1809	2	Salami	Medium	Friday	18	Munich District Two	Teenager	51
1810	4	Veggie	Small	Sunday	15	Munich District One	Adult	12
1811	4	Funghi	Medium	Wednesday	17	Munich District One	Student	10
1812	1	Funghi	Large	Friday	18	Munich District Three	Adult	21
1813	3	Veggie	Small	Thursday	21	Munich District One	Student	5
1814	3	Funghi	Small	Friday	13	Munich District Two	Student	21
1815	7	Funghi	Small	Sunday	19	Munich District Three	Senior	29
1816	2	Funghi	Small	Sunday	14	Munich District One	Student	36
1817	2	Calzone	Medium	Sunday	12	Munich District Four	Student	5
1818	1	Salami	Small	Sunday	14	Munich District Three	Adult	11
1819	9	Salami	Small	Monday	13	Munich District One	Student	10
1820	1	Magherita	Medium	Tuesday	17	Munich District Two	Student	10
1821	2	Salami	Large	Saturday	12	Munich District One	Adult	9
1822	8	Calzone	Large	Sunday	14	Munich District One	Teenager	36
1824	4	Magherita	Small	Friday	19	Munich District Four	Teenager	35
1825	1	Magherita	Small	Sunday	10	Munich District One	Senior	36
1827	2	Magherita	Small	Sunday	18	Munich District Four	Student	36
1829	1	Magherita	Large	Friday	18	Munich District Two	Student	44
1830	2	Salami	Medium	Sunday	12	Munich District One	Adult	25
1831	3	Salami	Medium	Friday	12	Munich District One	Student	46
1833	3	Funghi	Large	Saturday	18	Munich District One	Student	54
1834	4	Speciale	Large	Tuesday	13	Munich District One	Student	56
1835	1	Funghi	Large	Friday	21	Munich District Four	Student	50
1836	2	Salami	Large	Sunday	19	Munich District Three	Student	52
1837	1	Salami	Small	Friday	20	Munich District Four	Student	17
1838	2	Paprika	Small	Saturday	13	Munich District Five	Teenager	15
1839	1	Magherita	Medium	Saturday	14	Munich District One	Teenager	38
1840	4	Salami	Small	Friday	18	Munich District Five	Senior	29
1841	3	Magherita	Large	Tuesday	12	Munich District Two	Teenager	10
1842	2	Speciale	Large	Saturday	17	Munich District One	Student	11
1843	1	Salami	Large	Wednesday	20	Munich District Two	Student	37
1844	2	Magherita	Small	Saturday	18	Munich District One	Student	8
1845	3	Salami	Medium	Saturday	18	Munich District One	Senior	30
1846	4	Calzone	Large	Saturday	21	Munich District One	Student	5
1847	4	Salami	Medium	Friday	13	Munich District One	Teenager	38
1848	4	Funghi	Large	Friday	12	Munich District Four	Teenager	44
1849	1	Funghi	Large	Saturday	11	Munich District Two	Student	9
1850	1	Funghi	Medium	Saturday	20	Munich District One	Senior	6
1851	1	Salami	Small	Tuesday	19	Munich District One	Teenager	35
1852	7	Funghi	Small	Sunday	18	Munich District Three	Student	25
1853	2	Salami	Small	Monday	11	Munich District One	Senior	21
1854	1	Funghi	Large	Saturday	13	Munich District One	Teenager	11
1855	3	Salami	Small	Friday	13	Munich District One	Teenager	36
1856	1	Calzone	Small	Sunday	18	Munich District One	Student	36
1857	2	Magherita	Small	Sunday	14	Munich District Three	Adult	8
1858	1	Veggie	Large	Sunday	17	Munich District One	Teenager	8
1859	1	Salami	Large	Saturday	12	Munich District Two	Student	10
1860	1	Calzone	Medium	Sunday	13	Munich District One	Teenager	35
1861	1	Magherita	Small	Saturday	19	Munich District One	Teenager	9
1862	3	Magherita	Small	Wednesday	21	Munich District Two	Student	9
1864	1	Magherita	Small	Friday	12	Munich District One	Teenager	5
1865	3	Magherita	Small	Friday	11	Munich District Three	Student	17
1866	4	Funghi	Large	Sunday	13	Munich District One	Senior	54
1867	4	Funghi	Small	Saturday	19	Munich District Four	Teenager	12
1868	2	Magherita	Medium	Friday	18	Munich District One	Teenager	23
1869	8	Funghi	Small	Sunday	13	Munich District Two	Teenager	33
1870	3	Salami	Large	Sunday	19	Munich District Four	Student	21
1871	6	Calzone	Large	Saturday	18	Munich District One	Student	21
1872	4	Calzone	Small	Sunday	12	Munich District One	Student	30
1873	2	Magherita	Small	Sunday	13	Munich District Two	Student	11
1874	4	Salami	Small	Friday	13	Munich District One	Student	56
1875	1	Paprika	Medium	Sunday	18	Munich District One	Student	36
1876	6	Funghi	Small	Sunday	12	Munich District Three	Adult	56
1877	3	Calzone	Large	Wednesday	11	Munich District One	Adult	30
1878	8	Salami	Small	Sunday	11	Munich District Two	Student	6
1879	2	Salami	Large	Sunday	13	Munich District One	Adult	6
1881	1	Salami	Small	Saturday	12	Munich District Five	Student	32
1882	1	Calzone	Medium	Thursday	21	Munich District Two	Student	37
1884	1	Veggie	Large	Friday	14	Munich District Three	Student	9
1885	1	Salami	Small	Sunday	13	Munich District Five	Adult	24
1886	2	Salami	Small	Friday	19	Munich District One	Teenager	5
1887	4	Speciale	Large	Sunday	11	Munich District One	Student	36
1889	4	Funghi	Large	Saturday	17	Munich District One	Student	5
1890	1	Magherita	Large	Friday	12	Munich District One	Student	36
1891	2	Calzone	Large	Friday	13	Munich District Five	Student	6
1892	3	Funghi	Medium	Saturday	13	Munich District Two	Student	29
1893	3	Calzone	Small	Monday	14	Munich District Four	Adult	43
1894	3	Veggie	Small	Monday	13	Munich District Four	Student	11
1895	4	Magherita	Small	Wednesday	11	Munich District One	Teenager	55
1896	1	Salami	Small	Saturday	13	Munich District One	Student	44
1897	3	Funghi	Small	Saturday	18	Munich District Two	Student	10
1898	4	Salami	Small	Friday	11	Munich District Four	Student	6
1899	3	Magherita	Large	Sunday	12	Munich District Four	Student	11
1900	2	Speciale	Large	Sunday	12	Munich District Two	Student	36
1901	3	Funghi	Small	Sunday	12	Munich District One	Student	8
1902	1	Speciale	Medium	Friday	18	Munich District Two	Student	21
1904	1	Salami	Large	Friday	13	Munich District Two	Student	51
1905	2	Salami	Medium	Wednesday	17	Munich District Three	Teenager	29
1906	1	Speciale	Large	Saturday	12	Munich District Two	Teenager	21
1907	3	Magherita	Large	Sunday	18	Munich District Four	Student	47
1908	2	Salami	Small	Sunday	12	Munich District One	Student	25
1909	2	Salami	Small	Saturday	19	Munich District Three	Senior	6
1911	3	Calzone	Small	Sunday	13	Munich District Three	Adult	44
1912	4	Funghi	Medium	Saturday	12	Munich District One	Teenager	29
1914	1	Paprika	Small	Sunday	18	Munich District Two	Student	10
1915	1	Salami	Small	Sunday	21	Munich District Four	Student	47
1917	4	Magherita	Small	Friday	18	Munich District One	Adult	36
1918	6	Calzone	Small	Friday	18	Munich District Five	Student	9
1920	1	Magherita	Medium	Wednesday	18	Munich District Four	Student	29
1921	4	Calzone	Small	Tuesday	18	Munich District One	Student	10
1922	3	Magherita	Small	Friday	12	Munich District Two	Student	8
1923	1	Funghi	Large	Friday	18	Munich District One	Adult	8
1924	1	Magherita	Small	Sunday	18	Munich District Five	Student	34
1925	2	Paprika	Small	Friday	18	Munich District Three	Teenager	15
1926	1	Funghi	Small	Thursday	13	Munich District Three	Student	6
1927	3	Salami	Small	Sunday	17	Munich District One	Student	29
1928	8	Speciale	Small	Friday	18	Munich District Four	Student	11
1929	4	Salami	Small	Wednesday	11	Munich District Two	Teenager	39
1931	4	Calzone	Small	Friday	18	Munich District Three	Teenager	20
1932	4	Speciale	Small	Friday	20	Munich District Four	Teenager	5
1933	3	Funghi	Small	Wednesday	12	Munich District Three	Student	36
1935	1	Magherita	Small	Friday	13	Munich District Five	Teenager	29
1936	1	Veggie	Small	Sunday	21	Munich District Five	Adult	46
1937	1	Magherita	Small	Saturday	14	Munich District One	Teenager	29
1938	9	Funghi	Medium	Sunday	12	Munich District Five	Teenager	10
